  0.250000000  0.250000000  0.250000000       4
       1       5    1.193064763    4.528836482
       1       6    4.168214622    7.072945013
       1       7    4.168214623    7.072945013
       1       8    5.602079212    8.757708736
  0.250000000  0.250000000 -0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709057
       1       7    5.660697538    8.835303439
       1       8    6.379645605    9.722294433
  0.250000000 -0.250000000  0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709065
       1       7    5.660697538    8.835303437
       1       8    6.379645605    9.722294433
  0.250000000 -0.250000000 -0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928861    6.924709062
       1       7    5.660697538    8.835303436
       1       8    6.379645605    9.722294433
 -0.250000000  0.250000000  0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928861    6.924709058
       1       7    5.660697538    8.835303436
       1       8    6.379645605    9.722294433
 -0.250000000  0.250000000 -0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709056
       1       7    5.660697538    8.835303436
       1       8    6.379645605    9.722294433
 -0.250000000 -0.250000000  0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709061
       1       7    5.660697538    8.835303435
       1       8    6.379645605    9.722294433
 -0.250000000 -0.250000000 -0.250000000       4
       1       5    1.193064763    4.528836483
       1       6    4.168214622    7.072945013
       1       7    4.168214623    7.072945013
       1       8    5.602079212    8.757708715
