  0.000000000  0.000000000  0.000000000       8
       1       1  -12.735454102  -12.008416636
       1       2   -0.354893422    1.752630963
       1       3   -0.354893422    1.752630963
       1       4   -0.354893422    1.752630963
       1       5    0.311639656    4.340734128
       1       6    3.415063813    6.380545054
       1       7    3.415063813    6.380545054
       1       8    3.415063813    6.380545054
  0.000000000  0.000000000  0.500000000       8
       1       1  -11.144909704   -9.945079856
       1       2   -6.675285875   -5.463030684
       1       3   -1.295073395    0.614975393
       1       4   -1.295073395    0.614975393
       1       5    0.648500343    3.872918201
       1       6    4.041117953    6.885097460
       1       7    4.041117953    6.885097460
       1       8    7.341505357    9.679564328
  0.000000000  0.500000000  0.500000000       8
       1       1  -10.420096065   -9.056127891
       1       2   -6.842123489   -5.517160788
       1       3   -2.704964449   -1.112877429
       1       4   -2.704964449   -1.112877429
       1       5    0.870774174    3.060822587
       1       6    1.115853519    3.792059629
       1       7    9.821976151   13.663294277
       1       8    9.821976151   13.663294277
