# neig  =      128
# vol   =  0.243881463E+04
# nspin =        1
#   ik    ic    iv    is        eig (eV)   abs(dipole)^2      Re(dipole)      Im(dipole)
     1     1     1     1  0.32981141E+01  0.15204293E-21  0.73696052E-11 -0.98859419E-11
     1     1     2     1  0.33058885E+01  0.44499838E+02 -0.59199565E+01  0.30747281E+01
     1     1     3     1  0.71848413E+01  0.69060205E-01  0.25259411E+00  0.72501169E-01
     1     1     4     1  0.15922482E+02  0.85926175E-02  0.89632867E-01  0.23634016E-01
     1     2     1     1  0.64858776E+01  0.49434563E+00  0.24521573E+00 -0.65894982E+00
     1     2     2     1  0.64936520E+01  0.47991035E+01 -0.17652276E+01  0.12973338E+01
     1     2     3     1  0.10372605E+02  0.22163020E-01  0.23313669E-01 -0.14703568E+00
     1     2     4     1  0.19110246E+02  0.35231967E-01  0.18527488E+00  0.30086307E-01
     1     3     1     1  0.64858776E+01  0.42700417E+01 -0.94234998E+00 -0.18390264E+01
     1     3     2     1  0.64936520E+01  0.55559547E+00  0.79766039E-01 -0.74110246E+00
     1     3     3     1  0.10372605E+02  0.25658278E-02  0.31556042E-01  0.39623782E-01
     1     3     4     1  0.19110246E+02  0.40788288E-02 -0.50106748E-01  0.39599780E-01
     1     4     1     1  0.78402867E+01  0.73082403E-22 -0.62633881E-11  0.58182792E-11
     1     4     2     1  0.78480610E+01  0.13427582E+00  0.33962087E+00  0.13759900E+00
     1     4     3     1  0.11727014E+02  0.24097490E-01  0.34240976E-01 -0.15141019E+00
     1     4     4     1  0.20464655E+02  0.74098535E-03  0.24973284E-01 -0.10831456E-01
     2     1     1     1  0.56077985E+01  0.13511331E+02  0.94223369E+00 -0.35529602E+01
     2     1     2     1  0.70501374E+01  0.14709497E+00 -0.20858241E+00  0.32185145E+00
     2     1     3     1  0.10324881E+02  0.63994688E-01 -0.19795701E+00  0.15750464E+00
     2     1     4     1  0.14971584E+02  0.31741048E-01  0.79731929E-01  0.15932315E+00
     2     2     1     1  0.80932006E+01  0.58180083E-01  0.12680165E+00  0.20518632E+00
     2     2     2     1  0.95355396E+01  0.92215218E-01 -0.34722424E-01 -0.30167793E+00
     2     2     3     1  0.12810283E+02  0.29496700E-01 -0.10147401E+00 -0.13856307E+00
     2     2     4     1  0.17456986E+02  0.56155230E-02  0.60241952E-01 -0.44569386E-01
     2     3     1     1  0.10100894E+02  0.51565591E-01 -0.22708015E+00  0.44409936E-03
     2     3     2     1  0.11543232E+02  0.17054608E+00  0.33687420E+00  0.23887624E+00
     2     3     3     1  0.14817976E+02  0.64351244E-02 -0.49574828E-01  0.63067113E-01
     2     3     4     1  0.19464679E+02  0.26064035E-03  0.28511673E-03 -0.16141842E-01
     2     4     1     1  0.11205969E+02  0.18260009E+00  0.42090273E+00  0.73762998E-01
     2     4     2     1  0.12648308E+02  0.36852087E+00  0.46667018E+00  0.38825225E+00
     2     4     3     1  0.15923052E+02  0.48116067E-02 -0.68367816E-01  0.11723845E-01
     2     4     4     1  0.20569755E+02  0.75243127E-02 -0.82632866E-01  0.26384127E-01
     3     1     1     1  0.56077985E+01  0.13511331E+02  0.17528083E+01 -0.32309432E+01
     3     1     2     1  0.70501374E+01  0.14709497E+00  0.27180108E+00  0.27059037E+00
     3     1     3     1  0.10324881E+02  0.63994688E-01  0.45854662E-01 -0.24878110E+00
     3     1     4     1  0.14971584E+02  0.31741048E-01  0.84566946E-01  0.15681033E+00
     3     2     1     1  0.80932006E+01  0.58180083E-01  0.23246412E+00  0.64346824E-01
     3     2     2     1  0.95355396E+01  0.92215218E-01 -0.19077809E+00  0.23626032E+00
     3     2     3     1  0.12810283E+02  0.29496700E-01  0.12415580E+00 -0.11866777E+00
     3     2     4     1  0.17456986E+02  0.56155230E-02 -0.61241788E-02 -0.74686126E-01
     3     3     1     1  0.10100894E+02  0.51565591E-01  0.38319459E-01 -0.22382406E+00
     3     3     2     1  0.11543232E+02  0.17054608E+00  0.29972775E+00  0.28409393E+00
     3     3     3     1  0.14817976E+02  0.64351244E-02  0.79674694E-01 -0.93310027E-02
     3     3     4     1  0.19464679E+02  0.26064035E-03  0.16093686E-01 -0.12781303E-02
     3     4     1     1  0.11205969E+02  0.18260009E+00  0.32194562E+00  0.28098240E+00
     3     4     2     1  0.12648308E+02  0.36852087E+00  0.56761113E+00 -0.21526373E+00
     3     4     3     1  0.15923052E+02  0.48116067E-02  0.58020345E-01 -0.38016395E-01
     3     4     4     1  0.20569755E+02  0.75243127E-02 -0.86694371E-01  0.28980660E-02
     4     1     1     1  0.56045824E+01  0.71101310E-21  0.14774644E-10 -0.22197364E-10
     4     1     2     1  0.70503949E+01  0.98751765E-01 -0.69069851E-01 -0.30656340E+00
     4     1     3     1  0.10328125E+02  0.84351689E-01  0.28683923E+00 -0.45551592E-01
     4     1     4     1  0.14970941E+02  0.37738787E-01  0.15792660E+00  0.11312814E+00
     4     2     1     1  0.80899845E+01  0.35441372E-20  0.12990667E-10  0.58098019E-10
     4     2     2     1  0.95357971E+01  0.91144923E+00 -0.10979519E+00 -0.94836398E+00
     4     2     3     1  0.12813528E+02  0.10562548E-02 -0.12675829E-01  0.29926211E-01
     4     2     4     1  0.17456343E+02  0.50587207E-02 -0.44241772E-01  0.55690092E-01
     4     3     1     1  0.10097677E+02  0.30354949E-20  0.27606185E-10  0.47680116E-10
     4     3     2     1  0.11543490E+02  0.37517988E+00 -0.61222754E+00 -0.18902831E-01
     4     3     3     1  0.14821220E+02  0.20371437E-01 -0.21553271E-01  0.14109179E+00
     4     3     4     1  0.19464036E+02  0.40384805E-02 -0.54931028E-01  0.31954073E-01
     4     4     1     1  0.11202753E+02  0.12451034E-01  0.11135455E+00  0.71553536E-02
     4     4     2     1  0.12648566E+02  0.15040497E-20  0.14532295E-10  0.35956392E-10
     4     4     3     1  0.15926296E+02  0.50209418E-20 -0.65917682E-10 -0.25996173E-10
     4     4     4     1  0.20569112E+02  0.80589026E-20 -0.24341074E-10 -0.86408418E-10
     5     1     1     1  0.56070482E+01  0.13240562E-19 -0.35970111E-10  0.10930102E-09
     5     1     2     1  0.70392319E+01  0.97421927E-01  0.26936373E+00  0.15768674E+00
     5     1     3     1  0.10316059E+02  0.85167071E-01  0.10277145E+00 -0.27313934E+00
     5     1     4     1  0.14978374E+02  0.37701263E-01 -0.69005792E-01 -0.18149232E+00
     5     2     1     1  0.80924504E+01  0.31132159E-19  0.10848346E-09 -0.13915278E-09
     5     2     2     1  0.95246341E+01  0.92078126E+00 -0.55282551E+00 -0.78432469E+00
     5     2     3     1  0.12801461E+02  0.98208068E-03  0.29143207E-01  0.11521900E-01
     5     2     4     1  0.17463776E+02  0.50884352E-02  0.70742265E-01  0.91633588E-02
     5     3     1     1  0.10100143E+02  0.67191608E-19  0.24991830E-09 -0.68792802E-10
