  0.000000000  0.000000000  0.000000000       4
       1       5    0.311639656    4.340734145
       1       6    3.415063813    6.380545071
       1       7    3.415063813    6.380545071
       1       8    3.415063813    6.380545071
  0.000000000  0.000000000  0.250000000       4
       1       5    1.193064763    4.528836483
       1       6    4.168214623    7.072945013
       1       7    4.168214623    7.072945013
       1       8    5.602079212    8.757708757
  0.000000000  0.000000000  0.500000000       4
       1       5    0.648500343    3.872918218
       1       6    4.041117953    6.885097476
       1       7    4.041117953    6.885097476
       1       8    7.341505357    9.679564343
  0.000000000  0.000000000 -0.250000000       4
       1       5    1.193064763    4.528836484
       1       6    4.168214623    7.072945013
       1       7    4.168214623    7.072945013
       1       8    5.602079212    8.757708750
  0.000000000  0.250000000  0.000000000       4
       1       5    1.193064763    4.528836483
       1       6    4.168214622    7.072945013
       1       7    4.168214623    7.072945013
       1       8    5.602079212    8.757708774
  0.000000000  0.250000000  0.250000000       4
       1       5    1.559345635    4.300257957
       1       6    2.869894906    6.065159452
       1       7    6.155742963    9.559142659
       1       8    6.155742963    9.559142659
  0.000000000  0.250000000  0.500000000       4
       1       5    1.688364679    4.346582814
       1       6    4.294928860    6.924709062
       1       7    5.660697538    8.835303436
       1       8    6.379645605    9.722294433
  0.000000000  0.250000000 -0.250000000       4
       1       5    2.339350703    5.322011171
       1       6    5.205455205    8.347052762
       1       7    5.231066504    8.075046027
       1       8    5.316307894    7.783721721
  0.000000000  0.500000000  0.000000000       4
       1       5    0.648500343    3.872918218
       1       6    4.041117953    6.885097476
       1       7    4.041117953    6.885097476
       1       8    7.341505357    9.679564343
  0.000000000  0.500000000  0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709061
       1       7    5.660697538    8.835303437
       1       8    6.379645605    9.722294433
  0.000000000  0.500000000  0.500000000       4
       1       5    0.870774174    3.060822603
       1       6    1.115853519    3.792059644
       1       7    9.821976151   13.663294284
       1       8    9.821976151   13.663294284
  0.000000000 -0.500000000 -0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709057
       1       7    5.660697538    8.835303439
       1       8    6.379645605    9.722294433
  0.000000000 -0.250000000  0.000000000       4
       1       5    1.193064763    4.528836483
       1       6    4.168214622    7.072945013
       1       7    4.168214623    7.072945013
       1       8    5.602079212    8.757708682
  0.000000000 -0.250000000  0.250000000       4
       1       5    2.339350703    5.322011171
       1       6    5.205455205    8.347052761
       1       7    5.231066504    8.075046027
       1       8    5.316307894    7.783721721
  0.000000000 -0.250000000 -0.500000000       4
       1       5    1.688364679    4.346582814
       1       6    4.294928860    6.924709057
       1       7    5.660697538    8.835303436
       1       8    6.379645605    9.722294433
  0.000000000 -0.250000000 -0.250000000       4
       1       5    1.559345635    4.300257957
       1       6    2.869894906    6.065159452
       1       7    6.155742963    9.559142659
       1       8    6.155742963    9.559142659
  0.250000000  0.000000000  0.000000000       4
       1       5    1.193064763    4.528836484
       1       6    4.168214622    7.072945013
       1       7    4.168214623    7.072945013
       1       8    5.602079212    8.757708842
  0.250000000  0.000000000  0.250000000       4
       1       5    1.559345635    4.300257957
       1       6    2.869894906    6.065159452
       1       7    6.155742963    9.559142659
       1       8    6.155742963    9.559142659
  0.250000000  0.000000000  0.500000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709058
       1       7    5.660697538    8.835303437
       1       8    6.379645605    9.722294433
  0.250000000  0.000000000 -0.250000000       4
       1       5    2.339350703    5.322011171
       1       6    5.205455205    8.347052762
       1       7    5.231066504    8.075046027
       1       8    5.316307894    7.783721721
  0.250000000  0.250000000  0.000000000       4
       1       5    1.559345635    4.300257957
       1       6    2.869894906    6.065159452
       1       7    6.155742963    9.559142659
       1       8    6.155742963    9.559142659
  0.250000000  0.250000000  0.250000000       4
       1       5    1.193064763    4.528836482
       1       6    4.168214622    7.072945013
       1       7    4.168214623    7.072945013
       1       8    5.602079212    8.757708736
  0.250000000  0.250000000  0.500000000       4
       1       5    2.339350703    5.322011171
       1       6    5.205455205    8.347052761
       1       7    5.231066504    8.075046027
       1       8    5.316307894    7.783721720
  0.250000000  0.250000000 -0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709057
       1       7    5.660697538    8.835303439
       1       8    6.379645605    9.722294433
  0.250000000  0.500000000  0.000000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709062
       1       7    5.660697538    8.835303436
       1       8    6.379645605    9.722294433
  0.250000000  0.500000000  0.250000000       4
       1       5    2.339350703    5.322011171
       1       6    5.205455205    8.347052760
       1       7    5.231066504    8.075046027
       1       8    5.316307894    7.783721722
  0.250000000  0.500000000  0.500000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928861    6.924709063
       1       7    5.660697538    8.835303438
       1       8    6.379645605    9.722294433
 -0.750000000 -0.500000000 -0.250000000       4
       1       5    3.997532276    6.636731192
       1       6    4.337867225    7.421137839
       1       7    5.030687084    8.140869778
       1       8    5.404863243    8.255303966
  0.250000000 -0.250000000  0.000000000       4
       1       5    2.339350703    5.322011171
       1       6    5.205455205    8.347052760
       1       7    5.231066504    8.075046027
       1       8    5.316307894    7.783721723
  0.250000000 -0.250000000  0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709065
       1       7    5.660697538    8.835303437
       1       8    6.379645605    9.722294433
  0.250000000  0.750000000  0.500000000       4
       1       5    3.997532276    6.636731192
       1       6    4.337867225    7.421137834
       1       7    5.030687085    8.140869773
       1       8    5.404863243    8.255303960
  0.250000000 -0.250000000 -0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928861    6.924709062
       1       7    5.660697538    8.835303436
       1       8    6.379645605    9.722294433
  0.500000000  0.000000000  0.000000000       4
       1       5    0.648500343    3.872918218
       1       6    4.041117953    6.885097476
       1       7    4.041117953    6.885097476
       1       8    7.341505357    9.679564343
  0.500000000  0.000000000  0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709059
       1       7    5.660697538    8.835303436
       1       8    6.379645605    9.722294433
  0.500000000  0.000000000  0.500000000       4
       1       5    0.870774174    3.060822603
       1       6    1.115853519    3.792059644
       1       7    9.821976151   13.663294284
       1       8    9.821976151   13.663294284
 -0.500000000  0.000000000 -0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709056
       1       7    5.660697538    8.835303437
       1       8    6.379645605    9.722294433
  0.500000000  0.250000000  0.000000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709057
       1       7    5.660697538    8.835303438
       1       8    6.379645605    9.722294433
  0.500000000  0.250000000  0.250000000       4
       1       5    2.339350703    5.322011171
       1       6    5.205455205    8.347052762
       1       7    5.231066504    8.075046027
       1       8    5.316307894    7.783721718
  0.500000000  0.250000000  0.500000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709059
       1       7    5.660697538    8.835303438
       1       8    6.379645605    9.722294433
 -0.500000000 -0.750000000 -0.250000000       4
       1       5    3.997532276    6.636731201
       1       6    4.337867225    7.421137845
       1       7    5.030687084    8.140869784
       1       8    5.404863243    8.255303973
  0.500000000  0.500000000  0.000000000       4
       1       5    0.870774174    3.060822603
       1       6    1.115853519    3.792059644
       1       7    9.821976151   13.663294284
       1       8    9.821976151   13.663294284
  0.500000000  0.500000000  0.250000000       4
       1       5    1.688364679    4.346582813
       1       6    4.294928860    6.924709056
